member.id,age,gender,ad.group,prev.purchase,n.visit,predicted.incomeleve,visit.id,site.visit,purchase.prob,activity.level,time.spent.onwebsite,attention,purchased.after.visit,review
2096898,64,1,0,2,3,1,8833320,1,0.305889622832401,4,1,4,0,0
2096898,64,1,0,2,3,1,8428509,1,0.304854939706558,3,4,12,1,1
1521173,57,1,0,0,1,1,6054911,0,0.163885292446774,0,0,3,0,0
9357918,59,0,1,3,1,1,9315926,1,0.359037731733296,2,2,4,0,0
4010841,52,1,0,0,2,2,8243530,0,0.169109736729729,0,0,6,0,0
4010841,52,1,0,0,2,2,3264205,0,0.162199951636429,0,0,6,0,0
4858257,65,1,0,0,1,2,7538008,0,0.183655008264501,0,0,3,0,0
6814712,56,1,0,2,2,3,535867,1,0.322861760129407,2,2,4,1,1
6814712,56,1,0,2,2,3,1820685,1,0.31666283047616,4,3,12,1,0
8540163,58,1,0,0,1,2,805421,0,0.16239169453013,0,0,16,0,0
9128966,55,0,1,1,4,2,6915649,1,0.225555338985981,4,1,4,1,1
9128966,55,0,1,1,4,2,527472,1,0.224899243950031,2,5,10,1,1
9128966,55,0,1,1,4,2,2239697,1,0.220821454475585,3,2,6,0,0
9128966,55,0,1,1,4,2,3704834,1,0.230369090518291,3,2,6,1,1
4758469,60,1,0,0,1,2,462018,0,0.179488387232877,0,0,1,0,0
7136641,54,1,0,4,2,7,7887599,1,0.463608285581536,2,2,4,1,1
7136641,54,1,0,4,2,7,5782350,1,0.462681711853131,2,1,2,0,0
8297345,67,1,0,1,1,2,4071684,0,0.228766746428217,0,0,12,0,0
6757824,63,1,0,1,2,3,2969816,0,0.237735824774294,0,0,10,0,0
6757824,63,1,0,1,2,3,3490350,0,0.242288473214095,0,0,2,0,0
3396939,46,1,0,0,2,2,9601978,0,0.168488890496083,0,0,2,0,0
3396939,46,1,0,0,2,2,9319231,0,0.158532084643693,0,0,8,0,0
8908093,52,1,0,3,1,4,8149092,1,0.378277821723179,2,1,2,0,0
5288170,55,1,0,1,1,2,7456200,0,0.232153445483587,0,0,6,0,0
8743171,47,1,0,0,1,2,9837337,0,0.176564917445421,0,0,6,0,0
2586509,50,0,0,1,2,1,3877939,0,0.201309263482234,0,0,12,0,0
2586509,50,0,0,1,2,1,7221357,0,0.21487089266605,0,0,9,0,0
5424333,53,1,0,0,1,2,5921064,0,0.16510370280639,0,0,4,0,0
2159961,58,1,0,1,4,4,6403310,0,0.244250394237835,0,0,20,0,0
2159961,58,1,0,1,4,4,6649491,0,0.247002665462356,0,0,6,0,0
2159961,58,1,0,1,4,4,4702137,1,0.265554093820543,4,1,4,0,0
2159961,58,1,0,1,4,4,5484226,0,0.249720795304908,0,0,12,0,0
2167155,56,1,0,0,2,3,6617324,0,0.179013594505856,0,0,8,0,0
2167155,56,1,0,0,2,3,8143375,0,0.171148506606014,0,0,6,0,0
4740295,53,1,0,3,1,2,4662655,0,0.360408344497721,0,0,6,0,0
8927127,55,1,0,1,2,4,5918886,0,0.247624315742178,0,0,2,0,0
8927127,55,1,0,1,2,4,3303198,0,0.241899854138706,0,0,3,0,0
3017097,70,1,0,0,1,4,7819774,0,0.198776571109155,0,0,1,0,0
5552056,61,1,0,4,1,3,3700529,1,0.43350488460101,3,2,6,1,1
7551979,58,1,0,2,2,2,1852361,0,0.302307740539437,0,0,2,0,0
7551979,58,1,0,2,2,2,9054465,0,0.301809707877553,0,0,12,0,0
9564021,59,1,1,0,2,3,9270173,1,0.18875419200584,3,2,6,0,0
9564021,59,1,1,0,2,3,4849960,1,0.184861286711131,3,3,9,0,0
9542882,53,1,1,1,2,1,7031083,1,0.229889013846347,2,1,2,0,0
9542882,53,1,1,1,2,1,2058513,1,0.237597046704352,2,2,4,0,0
3333566,56,1,0,1,2,2,5952472,0,0.242015527525683,0,0,1,0,0
3333566,56,1,0,1,2,2,9147081,0,0.239812236995404,0,0,9,0,0
5166714,57,0,0,0,1,3,5409402,0,0.157223821139228,0,0,4,0,0
1481860,53,1,0,4,1,2,1656619,1,0.434285523197135,2,4,8,1,1
3568108,53,1,0,1,2,1,2654018,0,0.218763524422969,0,0,8,0,0
3568108,53,1,0,1,2,1,7790907,0,0.232851409836341,0,0,2,0,0
7045488,58,1,0,2,1,1,1951716,0,0.296865532342537,0,0,12,0,0
804037,53,1,0,1,2,1,8976080,0,0.231457137017323,0,0,4,0,0
804037,53,1,0,1,2,1,7121358,0,0.223906162713406,0,0,4,0,0
2515546,55,1,0,2,2,1,6049352,0,0.275187892236004,0,0,6,0,0
2515546,55,1,0,2,2,1,4696596,0,0.286571587889965,0,0,6,0,0
514341,54,1,0,2,2,2,3981452,0,0.293805699508081,0,0,3,0,0
514341,54,1,0,2,2,2,555219,1,0.305051392651378,4,1,4,1,0
7385066,60,1,0,0,1,2,5242901,0,0.168409932472496,0,0,6,0,0
137582,58,1,0,1,2,2,4702441,0,0.230645027688554,0,0,6,0,0
137582,58,1,0,1,2,2,3847004,0,0.218985357096997,0,0,2,0,0
423538,54,1,0,0,2,1,6854493,0,0.166986666615024,0,0,12,0,0
423538,54,1,0,0,2,1,8406895,0,0.159347113479864,0,0,4,0,0
2818129,54,1,0,1,2,6,8243489,0,0.259739557291326,0,0,9,0,0
2818129,54,1,0,1,2,6,9307918,0,0.251966411443287,0,0,2,0,0
407156,60,0,0,0,1,5,3717205,0,0.174671228288273,0,0,4,0,0
6322642,55,0,0,0,3,2,5030979,0,0.141796148768678,0,0,1,0,0
6322642,55,0,0,0,3,2,6259309,0,0.149156483990984,0,0,15,0,0
6322642,55,0,0,0,3,2,1274483,0,0.14124782581482,0,0,3,0,0
7548218,62,1,0,0,3,3,6614197,0,0.185384433034721,0,0,16,0,0
7548218,62,1,0,0,3,3,5752269,0,0.171281749704051,0,0,1,0,0
7548218,62,1,0,0,3,3,7330115,0,0.188505332259623,0,0,10,0,0
509452,55,0,0,1,1,1,3610503,0,0.211939953467987,0,0,4,0,0
6296474,54,1,0,1,1,4,3700539,0,0.250930199385503,0,0,6,0,0
3570996,46,1,0,4,3,4,9649889,1,0.432296170082077,2,1,2,0,0
3570996,46,1,0,4,3,4,4553795,1,0.450079674206906,2,1,2,0,0
3570996,46,1,0,4,3,4,2504044,1,0.445556580313704,2,2,4,1,1
8081201,52,0,0,0,2,2,5946138,0,0.156544809675569,0,0,3,0,0
8081201,52,0,0,0,2,2,1692011,0,0.153992003202618,0,0,3,0,0
6716465,49,1,0,0,1,5,7896671,0,0.186207415727009,0,0,3,0,0
218866,65,1,0,1,2,2,2073933,0,0.245230551843741,0,0,16,0,0
218866,65,1,0,1,2,2,5588747,0,0.232098576016742,0,0,4,0,0
6895206,58,1,0,1,2,2,6289103,0,0.237639978126322,0,0,6,0,0
6895206,58,1,0,1,2,2,5607640,0,0.22751415856675,0,0,3,0,0
8873309,58,1,0,0,2,2,369399,0,0.166419670543184,0,0,12,0,0
8873309,58,1,0,0,2,2,9947756,0,0.161838729529607,0,0,9,0,0
5371949,55,1,0,2,1,4,4152347,1,0.322165338048836,1,2,2,0,0
8850025,42,1,0,2,1,1,2543823,0,0.284916477246067,0,0,16,0,0
9141498,55,1,1,1,2,1,8578572,1,0.229484381716033,2,1,2,0,0
9141498,55,1,1,1,2,1,6027395,0,0.227063185462923,0,0,12,0,0
8489569,56,0,0,0,1,1,3107402,0,0.145428351835005,0,0,4,0,0
2935013,49,0,0,4,1,2,6299018,1,0.412587927078007,3,4,12,1,0
7841650,57,1,0,1,1,1,5996345,0,0.224979388903398,0,0,2,0,0
4936885,64,1,0,0,2,2,3592900,0,0.158654317658375,0,0,6,0,0
4936885,64,1,0,0,2,2,791512,0,0.170782537991157,0,0,15,0,0
9825469,55,1,1,1,1,1,9585628,0,0.219526837997815,0,0,6,0,0
2431944,61,1,0,2,1,2,4466842,0,0.305975724063365,0,0,2,0,0
729975,53,1,0,1,1,2,1352889,0,0.233649075160987,0,0,1,0,0
2316502,56,1,0,0,1,1,3787606,0,0.159753477396049,0,0,12,0,0
2799039,66,1,0,0,1,3,7161493,0,0.175904394911545,0,0,6,0,0
9709331,59,1,1,2,1,3,3726704,1,0.319769426219077,3,2,6,1,1
6589772,62,1,0,0,2,3,8430014,0,0.164531204860923,0,0,2,0,0
6589772,62,1,0,0,2,3,1059686,0,0.181373468194833,0,0,3,0,0
6700932,52,1,0,1,2,2,4289679,0,0.227251970292615,0,0,9,0,0
6700932,52,1,0,1,2,2,7871033,0,0.231508424384843,0,0,3,0,0
2098326,62,1,0,0,1,5,7150480,0,0.189645979152768,0,0,2,0,0
9905943,64,1,1,2,1,2,1112810,1,0.302808132926523,3,5,15,1,1
5340729,61,1,0,0,3,5,9263451,0,0.201211192861079,0,0,6,0,0
5340729,61,1,0,0,3,5,8082514,0,0.188873054406345,0,0,4,0,0
5340729,61,1,0,0,3,5,606626,0,0.187296546709282,0,0,4,0,0
5743563,56,0,0,0,1,1,1421618,0,0.157848414348312,0,0,4,0,0
7722175,62,0,0,0,2,3,2317671,0,0.165799503696058,0,0,4,0,0
7722175,62,0,0,0,2,3,3828804,0,0.162693896820056,0,0,9,0,0
3570792,55,1,0,0,1,5,7798344,0,0.186418979039927,0,0,16,0,0
2566538,50,1,0,0,1,2,305195,0,0.164106713245694,0,0,10,0,0
3164367,58,1,0,3,1,1,3862526,1,0.360293254855024,2,1,2,0,0
7444219,56,1,0,4,1,2,8152609,1,0.42950269173471,1,1,1,0,0
4996514,54,1,0,3,1,4,2389686,1,0.385613513860457,1,2,2,0,0
7087884,63,1,0,0,1,5,6529875,0,0.195286909483413,0,0,8,0,0
4148843,54,1,0,4,1,1,6702823,1,0.428958780356649,3,2,6,0,0
2099051,58,0,0,1,1,1,5581319,0,0.211533643943932,0,0,3,0,0
808603,45,0,0,1,1,3,5604978,0,0.225346094636487,0,0,6,0,0
1592854,49,1,0,0,1,5,2747727,0,0.173604488586607,0,0,3,0,0
5040746,52,1,0,2,1,3,9152467,1,0.315029144446419,1,1,1,0,0
8354157,54,1,0,0,1,1,5971064,0,0.168990015928592,0,0,2,0,0
4874354,54,1,0,0,1,4,5893354,0,0.185521807386565,0,0,21,0,0
4327189,60,0,0,0,1,1,3096160,0,0.137951639813554,0,0,2,0,0
8806649,46,1,0,0,2,2,9871343,0,0.162510671354798,0,0,9,0,0
8806649,46,1,0,0,2,2,6832869,0,0.155338832876628,0,0,3,0,0
7648885,59,1,0,3,2,2,8004119,1,0.366820552930828,3,4,12,1,1
7648885,59,1,0,3,2,2,9705636,1,0.365295900544074,3,2,6,1,1
548594,59,1,0,0,1,4,4011250,0,0.16648553007019,0,0,6,0,0
1992117,56,0,0,1,2,5,7182857,0,0.233913109742622,0,0,8,0,0
1992117,56,0,0,1,2,5,5362258,0,0.230187417690073,0,0,6,0,0
6868037,60,1,0,5,4,3,5656183,1,0.51091577397012,3,1,3,0,0
6868037,60,1,0,5,4,3,1345504,1,0.504033351475228,4,1,4,0,0
6868037,60,1,0,5,4,3,2964649,1,0.509476227855192,3,4,12,1,0
6868037,60,1,0,5,4,3,5217873,1,0.520638908559637,3,7,21,1,0
8992231,62,0,0,0,1,2,5324580,0,0.146639824088595,0,0,1,0,0
457373,52,0,0,3,1,1,1251273,0,0.330251525570888,0,0,20,0,0
896154,58,1,0,0,1,3,7732249,0,0.175795647636636,0,0,10,0,0
4408631,53,1,0,4,1,3,7916460,1,0.432345414960825,4,2,8,1,0
7779414,53,1,0,0,1,2,4990095,0,0.158992057305135,0,0,3,0,0
1400808,46,1,0,0,4,2,988320,0,0.166453732388581,0,0,3,0,0
1400808,46,1,0,0,4,2,2714778,0,0.161723644797364,0,0,14,0,0
1400808,46,1,0,0,4,2,7665281,0,0.169307181894448,0,0,8,0,0
1400808,46,1,0,0,4,2,2246424,0,0.153437218968015,0,0,3,0,0
6787274,53,1,0,0,1,2,5462165,0,0.167951832649585,0,0,4,0,0
475966,58,0,0,1,1,2,3336735,0,0.218493100599885,0,0,6,0,0
6056287,62,1,0,0,2,5,4548821,0,0.1829597257749,0,0,2,0,0
6056287,62,1,0,0,2,5,1536356,0,0.185095424799177,0,0,9,0,0
4501302,56,0,0,6,1,2,1017202,1,0.549355427801372,1,3,3,0,0
7477571,56,0,0,1,1,4,8104152,0,0.231615124498261,0,0,6,0,0
1771439,54,1,0,1,1,2,187284,0,0.229601403836432,0,0,12,0,0
6548362,53,1,0,2,1,5,9558938,1,0.322786174016633,3,4,12,1,1
1641032,61,1,0,0,1,1,4619794,0,0.159197184299987,0,0,6,0,0
2617053,60,0,0,0,2,4,2969238,0,0.162776587046441,0,0,5,0,0
2617053,60,0,0,0,2,4,9105509,0,0.168108830025922,0,0,2,0,0
950344,57,1,0,8,3,3,7290204,1,0.71629994160262,3,2,6,1,0
950344,57,1,0,8,3,3,4236485,1,0.702880653437974,1,6,6,1,1
950344,57,1,0,8,3,3,5766157,1,0.716087087526838,2,2,4,1,1
3944474,57,0,0,0,1,2,2856265,0,0.143704444956337,0,0,20,0,0
2132114,58,1,0,0,1,2,5288723,0,0.178467846997815,0,0,2,0,0
6405106,60,0,0,0,2,3,8646281,0,0.149983836616795,0,0,2,0,0
6405106,60,0,0,0,2,3,2125033,0,0.160945196938611,0,0,2,0,0
2576113,65,0,0,3,4,2,7325097,0,0.34629067915017,0,0,3,0,0
2576113,65,0,0,3,4,2,7800926,1,0.371176130122453,3,2,6,0,0
2576113,65,0,0,3,4,2,1956774,1,0.358634565346596,3,2,6,0,0
2576113,65,0,0,3,4,2,8216709,1,0.359630183465311,3,5,15,1,1
946110,63,0,0,0,3,2,6003120,0,0.16745466037266,0,0,12,0,0
946110,63,0,0,0,3,2,5326102,0,0.15957140917428,0,0,9,0,0
946110,63,0,0,0,3,2,5406586,0,0.155251604085939,0,0,6,0,0
703961,54,0,0,4,1,1,9396314,1,0.414739813023945,3,1,3,0,0
1883501,60,1,0,3,2,2,9779300,1,0.371000461538087,3,2,6,1,0
1883501,60,1,0,3,2,2,9306726,1,0.375447535067686,3,4,12,1,1
8731096,55,1,0,1,1,1,5290962,0,0.229389026086298,0,0,1,0,0
9810711,55,0,1,2,2,3,4670007,1,0.294284076714238,4,1,4,0,0
9810711,55,0,1,2,2,3,845982,1,0.29264240654427,1,4,4,1,1
3909067,59,1,0,1,1,4,9817719,0,0.254012884246191,0,0,1,0,0
178980,61,1,0,1,3,2,1594143,0,0.244271560928396,0,0,2,0,0
178980,61,1,0,1,3,2,4018773,0,0.237660865531784,0,0,4,0,0
178980,61,1,0,1,3,2,3118427,1,0.249028684496887,2,1,2,0,0
445432,54,0,0,2,1,4,7386897,0,0.296348085454072,0,0,2,0,0
1077607,59,1,0,3,1,1,9228294,0,0.348891283260438,0,0,2,0,0
5702818,55,1,0,0,1,4,3663231,0,0.177529190336371,0,0,9,0,0
8389905,63,0,0,0,1,2,8744490,0,0.16662055129046,0,0,6,0,0
8150022,58,1,0,5,3,3,4374754,1,0.516335397538085,1,2,2,0,0
8150022,58,1,0,5,3,3,5277959,1,0.507969241239682,2,3,6,0,0
8150022,58,1,0,5,3,3,1152917,1,0.5052287433832,3,2,6,1,0
8618192,56,1,0,2,1,1,1446577,1,0.30415783594889,2,2,4,0,0
8531378,57,1,0,1,1,2,2206086,0,0.232494150008474,0,0,9,0,0
7994771,49,1,0,0,2,1,812404,0,0.164338917005985,0,0,5,0,0
7994771,49,1,0,0,2,1,4666004,0,0.160342157901829,0,0,12,0,0
197312,57,1,0,1,2,4,8584339,0,0.248614027173948,0,0,4,0,0
197312,57,1,0,1,2,4,9462583,0,0.247574452478952,0,0,4,0,0
5226532,59,1,0,0,1,2,2162538,0,0.163759700545045,0,0,1,0,0
3634993,54,1,0,3,1,5,7690641,1,0.39752496342883,3,3,9,1,0
6269632,54,1,0,2,2,2,4237052,0,0.292886113188126,0,0,12,0,0
6269632,54,1,0,2,2,2,1868426,1,0.303109059375526,2,1,2,0,0
9158862,60,1,1,0,1,4,5275046,0,0.183662526008216,0,0,2,0,0
1828142,60,1,0,0,1,3,2723351,0,0.169347459059023,0,0,3,0,0
4485747,57,0,0,0,1,2,992443,0,0.142969278732434,0,0,9,0,0
2571323,63,0,0,2,3,2,8781689,1,0.303044526147188,3,1,3,0,0
2571323,63,0,0,2,3,2,282375,1,0.290934674046158,2,2,4,1,0
2571323,63,0,0,2,3,2,1357979,1,0.292246818120162,1,3,3,0,0
5940978,59,1,0,1,1,3,7142470,0,0.24905602138942,0,0,4,0,0
3964716,54,0,0,1,1,1,3564641,1,0.218811865387599,3,2,6,1,1
8735736,63,0,0,1,3,2,4104837,0,0.220891593019074,0,0,6,0,0
8735736,63,0,0,1,3,2,7606614,0,0.227254953453359,0,0,4,0,0
8735736,63,0,0,1,3,2,5088603,0,0.217824955549129,0,0,6,0,0
1749749,67,1,0,1,1,3,1651053,1,0.261396357307344,3,2,6,0,0
8094817,62,1,0,2,1,4,6202601,1,0.327875023590263,3,1,3,0,0
7941946,51,1,0,1,1,1,1072813,0,0.225098325866807,0,0,3,0,0
6048627,60,1,0,0,1,5,9485943,0,0.194949022627361,0,0,6,0,0
521584,59,1,0,0,1,3,8184840,0,0.170903546612649,0,0,8,0,0
6912975,56,0,0,1,2,2,9247113,1,0.227076341724524,3,3,9,1,0
6912975,56,0,0,1,2,2,5780862,0,0.208306024077428,0,0,6,0,0
1514049,63,1,0,1,1,2,6411595,0,0.230547630163856,0,0,32,0,0
2005668,63,1,0,0,3,3,7136742,0,0.188256796017823,0,0,3,0,0
2005668,63,1,0,0,3,3,8990860,1,0.196593364665524,2,3,6,0,0
2005668,63,1,0,0,3,3,4399338,0,0.18793404853207,0,0,9,0,0
1034834,54,1,0,1,1,1,9796167,0,0.233346161217247,0,0,2,0,0
126614,53,0,0,3,3,3,6025928,1,0.353521964893099,1,3,3,0,0
126614,53,0,0,3,3,3,28913,1,0.363014916749262,3,2,6,0,0
126614,53,0,0,3,3,3,4623355,1,0.360135565460456,2,2,4,0,0
6525154,46,1,0,0,1,5,7989232,0,0.181097014055312,0,0,8,0,0
2420310,50,1,0,0,4,1,2407147,0,0.156201939544935,0,0,3,0,0
2420310,50,1,0,0,4,1,3916652,0,0.16463198431555,0,0,6,0,0
2420310,50,1,0,0,4,1,6151670,0,0.149102726419595,0,0,6,0,0
2420310,50,1,0,0,4,1,1007074,0,0.163765611083191,0,0,2,0,0
1289307,53,1,0,5,1,2,268327,1,0.499007606672665,2,2,4,1,1
583209,61,1,0,2,1,2,9834089,1,0.309385282876354,3,1,3,0,0
7068030,54,1,0,0,4,1,2264337,0,0.168279235994596,0,0,1,0,0
7068030,54,1,0,0,4,1,605599,0,0.155662208785408,0,0,3,0,0
7068030,54,1,0,0,4,1,8153145,0,0.163558167928193,0,0,3,0,0
7068030,54,1,0,0,4,1,7771117,0,0.157167816166771,0,0,24,0,0
305513,56,1,0,0,1,2,3903749,0,0.172974301243965,0,0,21,0,0
8802917,55,1,0,2,1,2,2109657,0,0.300113609252286,0,0,6,0,0
163106,67,1,0,0,1,4,5354651,0,0.185829849141767,0,0,4,0,0
5100447,51,1,0,0,1,3,9096244,0,0.164761372406706,0,0,2,0,0
6443121,62,1,0,2,1,2,655164,0,0.302457353099308,0,0,2,0,0
6967440,55,1,0,1,2,5,9613670,0,0.253263187381531,0,0,3,0,0
6967440,55,1,0,1,2,5,6918535,1,0.262889033955476,3,1,3,0,0
6579086,52,0,0,0,3,3,8945858,0,0.149637262380083,0,0,3,0,0
6579086,52,0,0,0,3,3,28598,0,0.157974624150024,0,0,8,0,0
6579086,52,0,0,0,3,3,3577877,0,0.148880253494736,0,0,9,0,0
2565109,54,0,0,3,1,1,9280696,1,0.341922999678028,1,2,2,0,0
9977348,68,1,1,1,1,4,2728820,1,0.259996490073824,2,4,8,0,0
6927174,56,1,0,2,3,4,1671260,0,0.303030210484816,0,0,6,0,0
6927174,56,1,0,2,3,4,4808240,1,0.31923994337002,2,2,4,0,0
6927174,56,1,0,2,3,4,5864259,0,0.31298046926045,0,0,1,0,0
506485,59,1,0,4,1,3,5911246,1,0.432246588488266,1,2,2,0,0
1016616,53,1,0,0,1,3,2690092,0,0.16486876706248,0,0,1,0,0
4801479,52,1,0,0,1,2,963516,0,0.157232854473653,0,0,6,0,0
4693849,56,1,0,0,1,3,1879384,0,0.173238544185619,0,0,6,0,0
2661858,52,1,0,2,1,1,5832308,0,0.285369190852227,0,0,3,0,0
892577,62,1,0,0,3,2,8125824,0,0.16697274063299,0,0,10,0,0
892577,62,1,0,0,3,2,4330019,0,0.179191441876919,0,0,16,0,0
892577,62,1,0,0,3,2,8724148,0,0.177676776738199,0,0,12,0,0
6114372,48,1,0,3,1,2,8791321,1,0.362719402315245,1,2,2,0,0
3949821,56,1,0,0,1,3,97266,0,0.184571915931742,0,0,2,0,0
5395983,55,1,0,5,1,2,4489613,1,0.505507338015911,3,1,3,0,0
8615726,63,0,0,0,1,4,6906396,0,0.162630488026509,0,0,9,0,0
7523784,60,1,0,0,1,2,9208392,0,0.167457360084747,0,0,4,0,0
7581841,56,1,0,1,2,2,3525963,0,0.225886793824955,0,0,6,0,0
7581841,56,1,0,1,2,2,4194876,0,0.2374591216829,0,0,9,0,0
9238600,62,0,1,0,1,1,5190483,0,0.154944460528076,0,0,3,0,0
3289570,62,1,0,1,1,3,2695308,0,0.245533982094033,0,0,4,0,0
1563698,60,0,0,0,1,3,7131296,0,0.158337193153052,0,0,2,0,0
2151879,55,1,0,0,1,4,1121278,0,0.186399175123488,0,0,4,0,0
1128191,57,1,0,1,1,4,514011,0,0.239522694313872,0,0,12,0,0
1957767,51,1,0,0,1,1,1027715,0,0.153571678865123,0,0,3,0,0
8576270,61,0,0,2,1,4,985192,0,0.302554355350548,0,0,16,0,0
2276982,57,1,0,1,2,2,6741201,0,0.231063723723607,0,0,6,0,0
2276982,57,1,0,1,2,2,458573,0,0.23974354831324,0,0,9,0,0
7669904,60,1,0,2,1,1,1499732,0,0.29745697850135,0,0,6,0,0
6171175,54,1,0,0,1,2,4617721,0,0.166603965047769,0,0,3,0,0
5690414,42,0,0,1,2,3,9957389,0,0.223373642564295,0,0,6,0,0
5690414,42,0,0,1,2,3,6766300,0,0.217013465962471,0,0,9,0,0
1539643,50,1,0,4,1,1,4358816,1,0.418020731500025,2,1,2,0,0
348319,51,1,0,5,2,1,7804280,1,0.478452713175259,3,4,12,1,0
348319,51,1,0,5,2,1,5535916,1,0.498016845595128,2,1,2,0,0
9979132,60,0,1,0,1,3,8406987,0,0.153628601524287,0,0,4,0,0
8355399,54,1,0,0,1,3,9750245,0,0.171311031410471,0,0,6,0,0
5865383,52,1,0,2,1,1,7998488,1,0.296533796811928,3,3,9,1,1
3391029,43,1,0,1,2,4,91714,0,0.232027043556346,0,0,6,0,0
3391029,43,1,0,1,2,4,846389,0,0.247157502115936,0,0,9,0,0
1668767,61,1,0,2,2,2,7232462,0,0.305429742042849,0,0,6,0,0
1668767,61,1,0,2,2,2,1271441,0,0.299277378073691,0,0,9,0,0
8073772,56,1,0,2,3,3,6233787,1,0.321085556017434,3,3,9,0,0
8073772,56,1,0,2,3,3,2576808,0,0.301905289908118,0,0,2,0,0
8073772,56,1,0,2,3,3,5278801,0,0.307157026994409,0,0,9,0,0
6494242,56,0,0,2,1,1,7281129,1,0.283061296953152,1,2,2,0,0
7055833,50,1,0,3,1,3,3236814,1,0.366918446511695,2,2,4,0,0
4514721,57,1,0,3,1,1,4444535,0,0.348253980291251,0,0,2,0,0
722145,49,0,0,1,2,5,7234216,0,0.222540068404488,0,0,6,0,0
722145,49,0,0,1,2,5,6121216,0,0.226930795435334,0,0,6,0,0
3629489,55,0,0,2,1,1,5215107,0,0.273452894472394,0,0,8,0,0
6470158,49,1,0,0,4,1,4094985,0,0.16115134602084,0,0,8,0,0
6470158,49,1,0,0,4,1,6081932,0,0.148071818460265,0,0,3,0,0
6470158,49,1,0,0,4,1,3342192,0,0.158480825603064,0,0,4,0,0
6470158,49,1,0,0,4,1,6100781,0,0.149706527968638,0,0,16,0,0
7255380,61,1,0,0,1,2,9606231,0,0.166632395371063,0,0,2,0,0
4224491,50,1,0,0,1,1,4189084,0,0.165424874053064,0,0,9,0,0
5914244,63,1,0,0,1,2,9786378,0,0.183566515751431,0,0,8,0,0
7978662,57,1,0,0,1,1,6055391,0,0.164189584609693,0,0,6,0,0
8475767,59,1,0,0,1,1,7895399,0,0.155674427755385,0,0,9,0,0
6632,49,1,0,1,2,3,4187440,1,0.246001940469521,3,1,3,0,0
6632,49,1,0,1,2,3,9010572,0,0.236823837152854,0,0,2,0,0
2999706,63,1,0,0,1,1,1089715,0,0.162932592355587,0,0,12,0,0
6938576,59,0,0,1,1,2,9567037,0,0.211982464478973,0,0,10,0,0
9637283,62,0,1,0,2,6,6078024,0,0.177426585248458,0,0,3,0,0
9637283,62,0,1,0,2,6,9073219,0,0.178131371946081,0,0,2,0,0
1297592,60,1,0,4,1,1,8472276,1,0.424099262210627,2,2,4,0,0
757549,58,1,0,0,1,2,429953,0,0.181813397666598,0,0,3,0,0
5675220,59,1,0,0,1,1,9285856,0,0.174145010571279,0,0,4,0,0
5551272,50,1,0,1,1,1,6914494,0,0.216927420733696,0,0,4,0,0
616049,57,1,0,0,1,2,1475499,0,0.175713591877474,0,0,4,0,0
6741434,50,1,0,0,2,2,7509671,0,0.159370337249374,0,0,4,0,0
6741434,50,1,0,0,2,2,5847609,0,0.167838326587039,0,0,9,0,0
9139780,54,1,1,1,1,1,2554126,0,0.225314698288409,0,0,2,0,0
8877356,50,1,0,0,2,2,4768936,0,0.152226985897712,0,0,16,0,0
8877356,50,1,0,0,2,2,1531327,0,0.171664544223506,0,0,4,0,0
3247890,62,1,0,1,1,1,5887313,0,0.221125746479209,0,0,4,0,0
926677,56,0,0,0,1,1,7994859,0,0.146377267612958,0,0,6,0,0
8310795,55,1,0,0,1,5,9081733,0,0.182274813528139,0,0,6,0,0
1272152,53,0,0,0,1,2,5934010,0,0.164091305670678,0,0,6,0,0
8686566,57,1,0,3,1,6,6475990,1,0.394566865770901,2,3,6,1,1
9530548,55,1,1,2,1,2,8744009,1,0.298167896607972,3,2,6,1,0
4991212,53,0,0,3,1,2,9892624,0,0.343878924619343,0,0,4,0,0
6547100,45,1,0,0,2,3,9074451,0,0.167258148651438,0,0,9,0,0
6547100,45,1,0,0,2,3,232356,0,0.163529543837552,0,0,12,0,0
1937843,54,1,0,0,3,2,1854226,0,0.154464566182117,0,0,6,0,0
1937843,54,1,0,0,3,2,7852433,0,0.155258867124912,0,0,12,0,0
1937843,54,1,0,0,3,2,35495,0,0.167607222648488,0,0,9,0,0
7628222,48,0,0,1,2,8,6369937,0,0.253021699692718,0,0,4,0,0
7628222,48,0,0,1,2,8,7686728,0,0.248045477922949,0,0,1,0,0
5473923,57,1,0,2,1,2,1680531,0,0.297370513766803,0,0,4,0,0
2138226,57,1,0,0,1,4,4291624,0,0.184117345599069,0,0,5,0,0
6917362,55,1,0,6,1,1,9418531,1,0.556856612077764,3,1,3,0,0
9727701,52,1,1,0,1,4,2741489,0,0.179387091956931,0,0,6,0,0
5561203,61,1,0,0,1,2,5240605,0,0.167929243170411,0,0,4,0,0
5280547,45,1,0,0,1,4,3279815,0,0.171704865071182,0,0,8,0,0
2165843,58,1,0,0,1,1,8355009,0,0.162965581801638,0,0,4,0,0
6805347,52,0,0,0,1,1,1728011,0,0.135760629897344,0,0,12,0,0
7459832,56,1,0,2,1,4,727642,1,0.320609369519925,2,3,6,1,1
4641814,54,1,0,1,1,6,417788,0,0.256322467176692,0,0,1,0,0
1374119,51,1,0,1,2,1,2791700,0,0.224958754009265,0,0,3,0,0
1374119,51,1,0,1,2,1,1342614,0,0.224307097041401,0,0,1,0,0
8143427,63,1,0,3,1,3,9495200,0,0.373589301433961,0,0,6,0,0
